time,A:gene off,A:gene on,A:mRNA,A:protein
0.092953,4,0,6,124
1.08915,4,0,6,125
0.0959101,4,0,6,126
0.0357072,4,0,6,127
0.339806,4,0,5,127
0.283191,4,0,5,128
0.558434,4,0,5,129
0.187603,4,0,5,130
0.0855185,4,0,5,131
0.603737,4,0,4,131
0.70612,4,0,3,131
0.0651114,4,0,3,132
0.0790241,4,0,3,133
0.681346,4,0,3,134
0.481925,4,0,3,135
0.61876,4,0,3,136
0.472939,4,0,2,136
0.347316,4,0,2,137
0.126457,4,0,2,138
0.143803,4,0,2,137
0.0451569,4,0,2,136
0.827538,4,0,2,137
0.344926,3,1,2,137
0.270215,3,1,2,136
0.193839,3,1,1,136
0.402344,3,1,2,136
0.0589356,3,1,3,136
1.09471,3,1,2,136
0.755194,3,1,2,137
0.184291,3,1,3,137
0.789522,3,1,3,138
0.512558,4,0,3,138
1.03371,4,0,3,139
0.260385,4,0,2,139
0.0129021,4,0,2,138
0.646415,3,1,2,138
0.0585785,3,1,3,138
0.36435,3,1,4,138
0.0523904,3,1,5,138
0.0584444,4,0,5,138
0.40252,4,0,5,139
0.210775,4,0,5,140
0.00580142,4,0,5,141
0.567437,4,0,4,141
0.300586,4,0,4,142
0.985393,4,0,3,142
0.331247,4,0,3,143
0.531467,4,0,3,142
0.509807,4,0,3,143
0.4438,4,0,2,143
1.13644,4,0,2,142
1.47603,4,0,2,141
0.88246,4,0,2,140
0.583149,4,0,2,139
0.761247,4,0,2,140
0.185963,4,0,2,139
0.125395,4,0,2,140
1.00982,4,0,1,140
0.453765,4,0,0,140
3.95224,4,0,0,139
3.20113,4,0,0,138
5.50676,4,0,0,137
1.9038,4,0,0,136
8.86415,4,0,0,135
0.0741035,3,1,0,135
0.139272,3,1,1,135
0.178361,3,1,2,135
0.146108,3,1,2,136
0.138617,3,1,3,136
0.201066,3,1,4,136
0.134695,3,1,4,137
0.112262,3,1,5,137
0.0412979,3,1,5,138
0.563922,3,1,4,138
0.189048,3,1,5,138
0.0449049,3,1,6,138
0.216497,3,1,6,139
0.0653144,4,0,6,139
0.28713,4,0,6,140
0.295039,4,0,6,141
0.135582,4,0,6,142
0.555478,4,0,6,143
0.855368,4,0,6,144
0.464405,4,0,6,145
0.102653,4,0,6,146
1.56975,4,0,5,146
0.0272924,4,0,5,147
0.845203,4,0,5,148
0.0401689,4,0,4,148
0.401222,4,0,4,147
0.308243,4,0,4,148
0.235002,4,0,4,149
1.03024,4,0,4,150
0.584587,4,0,4,151
0.118969,4,0,3,151
0.0915638,4,0,3,152
0.0514059,4,0,3,153
1.63931,4,0,3,152
0.478304,4,0,3,153
0.252646,4,0,3,154
0.390441,4,0,2,154
0.211319,4,0,2,153
0.138319,4,0,2,154
1.86974,3,1,2,154
0.208626,3,1,3,154
0.0592635,3,1,4,154
0.161261,3,1,4,155
0.139463,3,1,5,155
0.0627897,3,1,6,155
0.0566017,3,1,6,156
0.145252,3,1,7,156
0.105,3,1,7,157
0.173782,3,1,7,156
0.188288,3,1,8,156
0.122272,3,1,9,156
0.287961,3,1,9,157
0.314715,3,1,10,157
0.0639245,3,1,11,157
0.00132815,3,1,11,158
0.122559,3,1,12,158
0.209747,3,1,11,158
0.20445,3,1,12,158
0.087759,3,1,13,158
0.157262,4,0,13,158
0.177449,4,0,13,159
0.0512087,4,0,13,160
0.0963981,4,0,13,161
0.225801,4,0,13,160
0.0251413,4,0,13,161
0.00346557,4,0,13,162
0.0167035,4,0,13,163
0.127304,4,0,13,164
0.12253,4,0,12,164
0.0300438,4,0,12,165
0.117861,4,0,12,166
0.459431,4,0,12,167
0.00267015,4,0,12,168
0.143106,4,0,11,168
0.369755,4,0,11,169
0.246005,4,0,11,168
0.10138,4,0,10,168
0.298892,4,0,10,169
0.192813,4,0,9,169
0.0166987,4,0,8,169
0.571079,4,0,8,170
9.51979e-06,4,0,8,171
0.449546,4,0,8,172
0.00788418,4,0,8,173
0.840939,4,0,8,174
0.170642,4,0,7,174
0.0968794,4,0,7,175
0.0802374,4,0,7,176
0.196243,3,1,7,176
0.194129,3,1,7,175
0.417393,3,1,6,175
0.112509,3,1,5,175
0.0998847,3,1,6,175
0.0216078,3,1,6,176
0.053843,3,1,6,175
0.53107,3,1,7,175
0.0332278,3,1,8,175
0.134643,3,1,8,176
0.21824,3,1,8,177
0.0679077,3,1,9,177
0.19173,3,1,9,178
0.429423,3,1,9,179
0.00906072,3,1,10,179
0.00476961,3,1,9,179
0.00482884,3,1,10,179
0.12949,3,1,11,179
0.0100913,3,1,11,180
0.228082,3,1,11,181
0.040545,3,1,11,182
0.411607,3,1,11,183
0.0871169,3,1,11,184
0.00646718,3,1,10,184
0.16628,3,1,11,184
0.1172,3,1,12,184
0.0164622,3,1,12,185
0.163687,3,1,11,185
0.264652,3,1,11,186
0.0612243,3,1,11,185
0.0698564,3,1,10,185
0.145233,3,1,11,185
0.0370125,4,0,11,185
0.063042,4,0,10,185
0.559117,4,0,10,186
0.0824116,4,0,10,187
0.113241,4,0,10,186
0.267897,4,0,9,186
0.150427,4,0,9,187
0.004525,4,0,9,188
0.0849211,4,0,9,189
0.102543,4,0,8,189
0.181287,4,0,8,190
0.381407,4,0,8,191
0.337448,4,0,8,192
0.308184,4,0,8,193
0.244297,4,0,8,194
0.809846,4,0,7,194
0.496294,4,0,7,193
0.104702,4,0,7,192
0.360826,4,0,6,192
0.126641,4,0,6,193
0.124118,4,0,6,194
0.0608899,4,0,6,195
0.292695,4,0,5,195
0.635583,4,0,5,194
0.293278,4,0,5,195
0.296043,4,0,5,194
0.299346,4,0,5,195
0.601635,4,0,5,196
0.259445,4,0,5,197
0.00954509,4,0,5,198
0.0766452,4,0,5,197
0.415051,4,0,4,197
0.269477,4,0,4,198
0.00127459,4,0,4,199
0.0175767,4,0,3,199
0.89122,4,0,3,198
1.0478,4,0,3,199
0.164544,4,0,2,199
1.1072,4,0,1,199
0.965942,4,0,1,200
1.02838,4,0,1,199
0.313671,4,0,1,200
0.909912,4,0,0,200
3.70484,4,0,0,199
1.56142,3,1,0,199
0.321847,3,1,0,198
0.688963,4,0,0,198
1.25043,4,0,0,197
1.76438,4,0,0,196
1.15937,4,0,0,195
4.58757,4,0,0,194
1.11933,4,0,0,193
0.433684,4,0,0,192
1.16385,4,0,0,191
0.148047,4,0,0,190
3.86374,4,0,0,189
0.283791,4,0,0,188
2.00916,4,0,0,187
2.99787,4,0,0,186
0.0429495,4,0,0,185
2.39782,4,0,0,184
5.46209,4,0,0,183
0.203341,4,0,0,182
2.44738,4,0,0,181
0.239785,4,0,0,180
0.204855,4,0,0,179
1.14749,4,0,0,178
0.114083,4,0,0,177
7.33337,3,1,0,177
0.459921,3,1,1,177
0.113071,3,1,2,177
0.058044,3,1,2,178
0.0443932,3,1,3,178
0.210083,3,1,3,179
0.0182234,3,1,4,179
0.0920621,3,1,5,179
0.0147751,3,1,4,179
0.0498136,3,1,5,179
0.143357,3,1,6,179
0.0812984,3,1,5,179
0.120056,3,1,4,179
0.0085967,3,1,5,179
0.0196883,3,1,6,179
0.192764,3,1,6,180
0.0865991,3,1,5,180
0.323372,3,1,6,180
0.00770103,4,0,6,180
0.534669,4,0,6,181
0.486867,4,0,6,182
0.142896,4,0,6,183
0.409178,4,0,6,184
0.518542,4,0,6,185
0.220727,4,0,6,186
1.06642,4,0,6,187
0.0970566,4,0,5,187
0.132656,3,1,5,187
0.241369,3,1,5,188
0.124628,4,0,5,188
0.157267,4,0,4,188
0.481006,4,0,4,189
0.47681,4,0,3,189
0.085953,4,0,3,188
1.48452,4,0,2,188
0.0849977,4,0,1,188
0.360233,4,0,1,189
1.49569,4,0,1,190
0.269193,4,0,1,191
0.089404,4,0,1,190
0.887804,4,0,1,189
1.00848,4,0,1,188
1.60116,3,1,1,188
0.306125,4,0,1,188
0.0230425,4,0,1,189
2.89489,4,0,1,190
5.28651,4,0,1,191
2.83484,4,0,1,192
1.2953,4,0,1,191
0.0824137,4,0,0,191
3.43404,4,0,0,190
5.06934,3,1,0,190
0.220014,3,1,1,190
0.210545,3,1,2,190
0.120753,4,0,2,190
0.0613845,4,0,2,189
0.31382,4,0,2,190
0.663707,4,0,2,189
0.444149,4,0,2,190
0.205889,3,1,2,190
0.89371,3,1,3,190
0.00255586,4,0,3,190
0.0662752,4,0,3,189
1.48195,4,0,3,190
0.483263,4,0,3,191
0.785657,4,0,3,192
0.69109,4,0,3,193
0.612914,3,1,3,193
0.105048,4,0,3,193
0.357218,4,0,3,194
1.92671,4,0,3,195
0.605044,4,0,2,195
0.0228986,4,0,1,195
0.176167,4,0,1,194
0.00567307,4,0,1,193
0.157999,4,0,1,194
0.756339,4,0,1,193
1.37465,4,0,1,194
0.63314,4,0,1,195
2.41728,4,0,1,194
0.909471,4,0,1,193
0.630459,4,0,1,192
1.59009,3,1,1,192
0.349975,4,0,1,192
0.0920685,4,0,1,191
0.284421,4,0,1,190
0.526497,4,0,1,191
0.453451,4,0,1,192
0.122719,4,0,0,192
0.294509,4,0,0,191
1.751,4,0,0,190
1.74093,3,1,0,190
0.226873,3,1,1,190
0.0423744,3,1,2,190
0.238535,3,1,2,191
0.36984,3,1,3,191
0.425308,3,1,3,192
0.179124,4,0,3,192
0.00336074,4,0,2,192
0.462053,4,0,1,192
0.155779,4,0,0,192
6.03211,3,1,0,192
0.0473736,3,1,1,192
0.152152,3,1,2,192
0.00737069,3,1,3,192
1.3252,4,0,3,192
0.161239,4,0,3,193
0.369487,4,0,2,193
0.933846,4,0,2,194
0.350827,4,0,2,195
1.14735,3,1,2,195
0.760226,3,1,2,194
0.307173,3,1,3,194
0.344922,3,1,3,195
0.223513,4,0,3,195
0.00584204,4,0,3,196
0.868282,4,0,3,197
1.21144,4,0,3,198
0.0502355,4,0,3,197
0.0403875,4,0,3,196
0.289279,4,0,3,197
0.315801,4,0,3,198
0.187506,4,0,2,198
0.0885306,4,0,2,197
0.605613,4,0,1,197
0.150922,4,0,1,198
0.72498,3,1,1,198
0.054258,3,1,2,198
0.329582,3,1,2,199
0.0835116,3,1,3,199
0.131599,3,1,3,200
0.171827,3,1,2,200
0.073758,3,1,3,200
0.0397408,3,1,4,200
0.0340613,3,1,3,200
0.00796367,3,1,3,201
0.418,3,1,3,200
0.411788,4,0,3,200
0.932258,4,0,3,199
0.0308222,4,0,2,199
0.259491,4,0,2,200
0.0979882,4,0,2,199
0.309537,4,0,2,200
0.081019,4,0,2,201
0.883814,4,0,2,202
0.273168,4,0,2,201
0.0830433,4,0,2,202
0.213083,4,0,1,202
0.0227446,4,0,1,203
0.461296,4,0,1,202
0.234698,4,0,1,201
0.32854,4,0,1,200
0.22719,4,0,1,199
1.72405,4,0,1,198
0.0775672,4,0,1,199
0.321488,4,0,1,198
0.716609,4,0,1,197
1.94463,4,0,1,196
1.27623,4,0,1,195
0.652888,4,0,0,195
8.75257,4,0,0,194
0.390807,4,0,0,193
1.37469,4,0,0,192
1.14414,2,0,0,109
0.149649,2,0,0,108
0.849003,2,0,0,107
2.0111,2,0,0,106
5.6362,2,0,0,105
0.075487,2,0,0,104
0.464416,2,0,0,103
1.85394,1,1,0,103
0.550139,1,1,1,103
0.139536,1,1,0,103
0.648006,1,1,1,103
0.109229,1,1,2,103
0.696853,1,1,1,103
0.16594,1,1,1,102
0.111526,1,1,2,102
0.191058,1,1,3,102
0.0724874,1,1,4,102
0.0263119,1,1,5,102
0.0133566,1,1,4,102
0.0867472,1,1,4,103
0.230196,2,0,4,103
0.681412,2,0,4,104
0.0247317,2,0,4,105
0.0888317,2,0,3,105
1.44555,2,0,2,105
0.668593,2,0,2,106
1.44582,1,1,2,106
0.0796208,2,0,2,106
1.34047,1,1,2,106
0.159792,1,1,2,107
0.0173975,1,1,3,107
0.196925,1,1,3,108
0.925994,1,1,4,108
0.0360503,1,1,5,108
0.0650334,1,1,6,108
0.173359,1,1,5,108
0.265939,1,1,5,109
0.132017,1,1,6,109
0.508471,1,1,5,109
0.02761,1,1,6,109
0.1477,2,0,6,109
0.180655,2,0,6,110
0.228574,2,0,6,111
0.0145422,2,0,6,110
0.302374,2,0,6,111
0.0945549,2,0,6,112
0.13738,2,0,5,112
0.00267939,2,0,5,113
1.00191,2,0,4,113
0.0867084,2,0,4,114
0.0912619,2,0,4,115
0.0735991,2,0,4,116
0.753218,2,0,3,116
1.02682,2,0,2,116
0.248576,2,0,1,116
1.46157,2,0,1,117
0.491234,2,0,0,117
0.00525373,2,0,0,116
0.77871,2,0,0,115
0.841957,2,0,0,114
2.04686,2,0,0,113
2.95154,2,0,0,112
4.27209,2,0,0,111
5.57531,2,0,0,110
0.458885,2,0,0,109
0.831007,2,0,0,108
0.990021,2,0,0,107
1.60521,1,1,0,107
0.420217,1,1,1,107
0.0610534,1,1,2,107
0.048454,1,1,3,107
0.0628916,1,1,3,108
0.326848,1,1,4,108
0.281432,2,0,4,108
0.0974644,2,0,4,107
0.40329,2,0,3,107
0.0439819,2,0,3,108
0.0769069,1,1,3,108
0.278108,1,1,4,108
0.00613929,1,1,4,109
0.12856,1,1,4,108
0.323226,1,1,4,109
0.547905,1,1,5,109
0.101011,1,1,6,109
0.0448092,1,1,7,109
0.127949,1,1,8,109
0.333685,1,1,9,109
0.0716384,2,0,9,109
0.166992,2,0,8,109
0.491608,2,0,8,110
0.253266,2,0,7,110
0.682289,2,0,7,109
0.338908,2,0,7,110
0.301574,2,0,7,111
0.107408,2,0,6,111
0.378944,2,0,5,111
0.132637,2,0,5,110
0.2548,2,0,5,111
0.278685,2,0,5,112
0.389917,2,0,5,113
0.155132,1,1,5,113
0.2397,1,1,6,113
0.0565664,1,1,7,113
0.0442269,1,1,8,113
0.025287,1,1,8,114
0.296993,1,1,8,115
0.58686,2,0,8,115
0.316359,2,0,8,114
0.154436,2,0,8,115
0.0348541,1,1,8,115
0.176456,1,1,9,115
0.159179,1,1,9,116
0.0534485,1,1,10,116
0.00990108,1,1,11,116
0.123657,1,1,11,117
0.18995,1,1,10,117
0.461109,1,1,10,118
0.111069,1,1,11,118
0.0776238,2,0,11,118
0.138054,2,0,10,118
0.23309,2,0,10,119
0.0227067,2,0,10,120
0.22308,2,0,10,121
0.0599106,2,0,9,121
0.0524672,2,0,9,122
0.0846912,2,0,9,123
0.0172116,2,0,9,124
0.172304,2,0,9,125
0.348172,2,0,9,126
0.0363122,2,0,9,127
0.151195,2,0,9,128
0.195201,2,0,8,128
0.0319968,2,0,8,127
0.00665372,2,0,8,128
0.0623242,2,0,7,128
1.03823,2,0,6,128
0.191229,2,0,5,128
0.155182,2,0,5,129
0.298929,2,0,5,130
0.159223,2,0,5,131
0.818447,2,0,5,132
0.111641,2,0,4,132
0.210959,2,0,4,131
0.994668,2,0,4,132
0.204882,2,0,3,132
0.254458,2,0,3,133
0.402623,1,1,3,133
0.0113276,1,1,3,132
0.0336439,1,1,4,132
0.343088,1,1,5,132
0.00115882,1,1,6,132
0.265166,1,1,7,132
0.167247,2,0,7,132
0.260902,2,0,6,132
1.29145,2,0,6,133
0.0655872,2,0,6,134
0.432765,2,0,6,135
0.0100381,2,0,6,136
1.03342,2,0,6,135
0.0257598,2,0,6,136
0.426176,2,0,6,135
0.12442,2,0,6,134
0.0752854,2,0,6,135
0.176753,2,0,5,135
0.000365694,2,0,4,135
0.305248,2,0,4,134
0.419354,2,0,4,135
1.82641,2,0,4,134
0.961134,2,0,4,135
0.0497661,2,0,4,136
0.207385,2,0,4,137
1.28763,2,0,4,138
0.323837,2,0,4,139
0.0843195,2,0,4,140
0.119182,2,0,4,139
0.211015,2,0,4,140
0.508949,2,0,3,140
0.114693,2,0,2,140
0.454196,2,0,2,141
1.17795,2,0,2,142
1.0543,2,0,1,142
0.995624,2,0,1,141
5.25469,2,0,0,141
1.92324,2,0,0,140
0.593998,2,0,0,139
5.53785,2,0,0,138
0.243351,2,0,0,137
0.192155,2,0,0,136
3.47695,2,0,0,135
1.22808,2,0,0,134
3.50323,2,0,0,133
1.65548,2,0,0,132
2.18111,2,0,0,131
0.239116,1,1,0,131
0.178897,1,1,1,131
0.238096,1,1,2,131
0.239011,2,0,2,131
0.708612,2,0,1,131
0.467619,2,0,1,132
0.690965,2,0,0,132
0.0415731,2,0,0,131
4.06421,2,0,0,130
1.48433,2,0,0,129
0.0136768,2,0,0,128
0.570523,1,1,0,128
0.107736,1,1,1,128
0.033989,1,1,2,128
0.40273,1,1,3,128
0.152837,1,1,4,128
0.0968989,1,1,5,128
0.0121372,1,1,6,128
0.0229401,2,0,6,128
0.232567,2,0,6,129
0.235991,2,0,6,130
0.910517,2,0,6,131
0.491051,2,0,5,131
0.629374,2,0,5,132
0.218097,2,0,5,133
0.118434,2,0,5,134
0.207959,2,0,5,135
0.148698,2,0,5,136
0.302795,2,0,5,137
0.148247,2,0,5,138
0.183603,2,0,5,139
0.0221048,2,0,4,139
0.564372,2,0,4,140
0.147906,2,0,4,141
0.246829,2,0,4,142
0.56247,2,0,3,142
0.0541764,2,0,3,143
0.108062,2,0,3,144
1.12804,2,0,3,145
0.780279,2,0,3,144
0.311512,2,0,3,143
2.77367,2,0,2,143
0.718399,2,0,2,144
3.13146,2,0,2,145
1.73148,2,0,1,145
0.572045,2,0,1,146
1.01645,2,0,1,147
0.931771,2,0,1,148
0.0211558,1,1,1,148
0.0994393,1,1,2,148
0.314258,1,1,2,149
0.291193,1,1,3,149
1.05946,1,1,3,150
0.312845,2,0,3,150
0.193927,2,0,3,151
1.25342,2,0,3,152
0.153008,2,0,3,153
0.0475418,2,0,3,154
0.158327,1,1,3,154
0.597751,1,1,2,154
0.404281,1,1,3,154
0.0840473,1,1,4,154
0.00973086,1,1,5,154
0.161161,1,1,6,154
0.000781927,2,0,6,154
0.155171,2,0,5,154
0.109387,2,0,5,153
0.0190721,2,0,5,152
0.342476,2,0,5,153
0.387873,2,0,5,154
1.56773,2,0,4,154
0.29382,2,0,3,154
0.123673,2,0,3,155
0.828256,2,0,3,156
0.112668,2,0,3,157
0.319503,2,0,3,158
0.296778,2,0,3,157
0.223619,2,0,3,158
0.101097,2,0,2,158
0.148085,2,0,2,159
0.204222,2,0,2,158
0.0307741,2,0,2,157
2.40881,2,0,2,156
0.718024,1,1,2,156
0.555393,0,2,2,156
0.268531,1,1,2,156
0.152495,1,1,3,156
0.0222056,1,1,3,157
0.159032,1,1,3,158
0.364166,1,1,4,158
0.540141,2,0,4,158
0.273253,2,0,4,157
0.825086,2,0,4,158
0.961326,2,0,4,159
0.0242174,2,0,4,158
0.409634,2,0,4,159
0.496702,2,0,4,160
0.0717696,2,0,4,161
1.08506,2,0,4,160
0.0272202,2,0,3,160
0.952357,2,0,3,159
0.0397338,2,0,2,159
0.623922,2,0,2,158
0.021129,2,0,2,157
0.0915855,2,0,1,157
3.21743,2,0,1,158
0.358834,2,0,1,159
1.4755,2,0,1,158
3.02596,2,0,1,157
0.597323,2,0,1,158
0.737711,2,0,1,157
0.850291,2,0,1,158
1.21449,2,0,1,157
0.663247,2,0,1,156
0.0884376,2,0,0,156
0.713534,2,0,0,155
1.75736,2,0,0,154
1.96321,2,0,0,153
3.56668,1,1,0,153
0.0153299,1,1,0,152
0.729717,1,1,1,152
0.11247,1,1,2,152
0.0137111,1,1,3,152
0.0297444,1,1,2,152
0.747156,1,1,3,152
0.5778,1,1,3,151
0.137684,1,1,4,151
0.0380236,1,1,5,151
0.165038,1,1,4,151
1.28909,1,1,4,152
0.17554,1,1,4,153
0.00897178,1,1,5,153
0.427184,1,1,5,154
0.0445115,1,1,6,154
0.0798366,1,1,6,155
0.162663,1,1,7,155
0.0792209,1,1,8,155
0.0145912,1,1,9,155
0.0822291,1,1,10,155
0.0596628,1,1,10,156
0.00569286,1,1,10,157
0.755838,1,1,11,157
0.0277244,1,1,10,157
0.0839777,1,1,10,158
0.23855,1,1,11,158
0.0505314,1,1,11,159
0.0707207,1,1,11,158
0.169111,1,1,11,159
0.0174092,1,1,11,160
0.244607,1,1,12,160
0.0045446,1,1,13,160
0.167669,1,1,13,161
0.0803058,1,1,13,162
0.225554,1,1,14,162
0.000472586,1,1,15,162
0.218095,1,1,15,163
0.12853,1,1,14,163
0.141448,1,1,14,164
0.0630939,1,1,15,164
0.107754,1,1,14,164
0.0211131,1,1,14,165
0.0217336,1,1,15,165
0.0725606,1,1,15,166
0.0606014,1,1,15,167
0.055564,1,1,16,167
0.118176,2,0,16,167
0.0640081,2,0,16,168
0.00363048,2,0,16,169
0.0510464,2,0,16,170
0.0556566,2,0,16,171
0.0290033,2,0,15,171
0.0459863,2,0,15,172
0.0523156,2,0,15,173
0.173958,2,0,14,173
0.0784794,2,0,13,173
0.0145073,2,0,13,174
0.0860361,2,0,12,174
0.0541671,2,0,12,175
0.0514495,2,0,12,176
0.00474546,2,0,11,176
0.0730083,2,0,11,177
0.259668,2,0,11,178
0.910326,2,0,11,179
0.185012,2,0,11,180
0.00753698,2,0,10,180
0.168518,2,0,10,181
0.333884,2,0,10,180
0.268222,2,0,10,181
0.221887,2,0,10,180
0.0915673,2,0,10,181
0.371505,2,0,10,180
0.185701,2,0,10,181
0.0805513,2,0,10,182
0.0507247,2,0,10,183
0.350324,2,0,10,184
0.167572,2,0,10,185
0.479624,2,0,10,184
0.437401,2,0,10,185
0.0609481,2,0,9,185
0.484613,2,0,9,184
0.172718,2,0,8,184
0.0192689,2,0,8,185
0.276974,2,0,8,186
0.515367,2,0,8,185
0.520972,2,0,8,186
0.146093,2,0,8,187
0.317995,2,0,8,188
0.0278816,2,0,8,189
0.130308,2,0,8,188
0.0717789,2,0,8,189
0.125826,2,0,8,190
0.210172,2,0,8,191
0.0755935,2,0,7,191
0.505529,2,0,7,192
0.554604,2,0,7,193
0.159311,2,0,7,194
0.158908,2,0,7,195
0.293565,2,0,7,196
0.925008,2,0,6,196
0.0394735,2,0,6,197
0.690638,2,0,6,198
0.00144445,2,0,5,198
0.266855,2,0,5,199
0.162132,2,0,5,200
0.515058,2,0,5,201
0.228523,2,0,5,202
0.0537881,2,0,5,203
0.254602,2,0,5,204
0.193649,2,0,4,204
0.456175,1,1,4,204
0.0279089,1,1,4,203
0.341637,2,0,4,203
0.0761243,2,0,4,202
0.282462,2,0,4,203
0.197457,2,0,4,204
0.0506245,2,0,3,204
0.000950028,2,0,2,204
0.801513,2,0,2,205
0.982412,2,0,2,204
0.311596,2,0,2,205
0.0240067,2,0,2,204
0.0319214,2,0,2,205
0.0500531,2,0,2,206
0.644753,2,0,2,207
0.454535,2,0,2,206
0.555833,2,0,2,205
0.410741,2,0,2,204
1.76151,2,0,2,205
1.13932,2,0,1,205
0.190022,1,1,1,205
0.0792386,1,1,1,206
0.208047,1,1,2,206
0.134754,1,1,2,205
0.207615,1,1,3,205
0.262017,1,1,3,206
0.00779865,1,1,2,206
0.0380218,1,1,3,206
0.0773821,1,1,3,207
0.0255814,1,1,3,208
0.128821,1,1,4,208
0.333424,2,0,4,208
0.0109786,2,0,4,209
1.61465,2,0,4,208
0.0729304,2,0,4,207
0.575368,2,0,4,208
2.07419,2,0,4,209
0.449387,2,0,4,210
0.137432,2,0,3,210
1.53311,2,0,3,211
0.0110582,2,0,2,211
0.722921,2,0,2,210
0.563731,2,0,2,211
2.0566,2,0,2,210
0.205191,2,0,2,209
0.801163,2,0,2,208
0.254372,2,0,2,209
0.362999,2,0,2,210
0.878567,2,0,1,210
0.48785,2,0,1,209
0.397416,2,0,1,208
0.0845538,2,0,1,207
1.97175,2,0,0,207
0.53967,2,0,0,206
1.37439,2,0,0,205
0.422766,2,0,0,204
3.29429,2,0,0,203
3.29083,2,0,0,202
0.916845,2,0,0,201
0.727848,2,0,0,200
0.416107,2,0,0,199
1.91485,2,0,0,198
5.05892,2,0,0,197
0.608727,2,0,0,196
0.673455,2,0,0,195
0.472265,2,0,0,194
0.480732,2,0,0,193
2.46986,1,1,0,193
0.110979,1,1,1,193
0.132753,1,1,2,193
0.0746488,1,1,2,194
1.21117,1,1,2,195
0.345898,1,1,2,196
0.641204,1,1,3,196
0.0285325,1,1,4,196
0.0369978,1,1,5,196
0.194125,1,1,6,196
0.079389,1,1,6,197
0.040693,1,1,5,197
0.190835,1,1,5,198
0.0290896,2,0,5,198
0.334987,2,0,5,199
0.319931,2,0,5,200
0.191644,2,0,5,201
1.0291,2,0,5,202
0.249408,2,0,5,203
0.177639,2,0,5,202
0.181144,2,0,5,203
0.873762,2,0,5,204
0.276728,2,0,5,203
0.175444,2,0,5,202
0.182603,2,0,5,201
0.317924,2,0,5,202
0.361392,2,0,5,203
0.069831,2,0,5,204
0.272584,2,0,5,205
1.42958,2,0,5,206
0.349241,2,0,5,207
1.21566,2,0,5,208
0.427654,2,0,5,207
0.543466,2,0,5,208
0.600376,2,0,5,209
0.0398145,2,0,4,209
0.188364,2,0,4,210
0.771504,2,0,4,211
0.880582,2,0,4,210
0.125053,2,0,4,209
1.75956,2,0,4,210
0.211886,2,0,4,211
0.541108,2,0,4,210
0.140621,2,0,4,211
0.278277,2,0,4,210
0.311405,2,0,4,211
0.794131,2,0,4,212
0.225291,2,0,3,212
0.368243,2,0,3,213
1.3134,2,0,2,213
7.11427e-05,2,0,1,213
1.76351,2,0,1,212
2.12588,2,0,1,211
1.21798,2,0,1,210
1.52254,2,0,1,209
0.991804,2,0,1,210
1.49078,2,0,0,210
1.4527,2,0,0,209
0.0662438,2,0,0,208
0.128847,2,0,0,207
1.37238,1,1,0,207
0.401438,1,1,1,207
0.653789,2,0,1,207
1.24019,2,0,1,208
1.65304,2,0,1,207
0.352642,2,0,1,206
2.98947,1,1,1,206
0.495529,2,0,1,206
1.11781,2,0,1,205
2.24149,2,0,0,205
1.50141,1,1,0,205
0.0632474,1,1,0,204
0.269154,2,0,0,204
0.716325,2,0,0,203
0.730179,1,1,0,203
0.125541,1,1,1,203
0.0469899,1,1,1,204
0.457091,1,1,2,204
0.188768,2,0,2,204
0.474359,2,0,1,204
0.557963,2,0,1,205
0.621507,2,0,1,206
0.133214,2,0,1,205
0.0730039,2,0,1,204
0.472971,2,0,1,205
0.742061,2,0,1,204
0.00456303,2,0,1,205
0.659512,2,0,1,204
0.213209,2,0,1,203
0.709873,2,0,0,203
0.564077,2,0,0,202
0.508814,1,1,0,202
0.359381,1,1,1,202
0.264749,1,1,1,203
0.0676831,1,1,2,203
0.208466,1,1,2,204
0.319925,1,1,1,204
0.0128236,1,1,2,204
0.0162173,1,1,3,204
0.222148,1,1,3,203
0.021633,1,1,4,203
0.0537238,1,1,4,202
0.176477,1,1,4,203
0.0316637,1,1,5,203
0.0338049,1,1,5,202
0.173316,1,1,5,201
0.299094,1,1,5,202
0.104014,1,1,6,202
0.112729,1,1,6,201
0.102438,1,1,7,201
0.388876,1,1,8,201
0.196867,1,1,8,202
0.00583666,1,1,7,202
0.138946,1,1,7,203
0.0398395,1,1,6,203
0.105164,1,1,7,203
0.0539912,1,1,8,203
0.322038,1,1,8,202
0.153658,2,0,8,202
0.598168,2,0,8,203
1.01996,2,0,8,204
0.13292,2,0,8,205
0.16468,2,0,8,206
0.339217,2,0,8,207
0.812175,2,0,7,207
0.82206,2,0,6,207
0.0710314,2,0,5,207
0.0737687,2,0,4,207
2.18598,2,0,4,208
0.353363,2,0,4,209
0.142982,2,0,3,209
0.277248,2,0,3,210
0.479698,1,1,3,210
0.0557141,1,1,3,211
0.146418,2,0,3,211
0.243706,2,0,2,211
1.54274,2,0,2,210
0.892278,2,0,2,211
0.248259,2,0,2,212
0.186914,2,0,1,212
2.11259,2,0,1,213
0.188832,2,0,1,212
0.98266,2,0,1,211
0.696944,2,0,1,210
0.327073,2,0,1,211
1.10297,2,0,1,212
0.190573,2,0,1,213
1.58565,2,0,1,214
0.962528,2,0,1,215
2.78414,2,0,1,214
0.594327,2,0,1,215
